Chrom,Promoter_Precision,Promoter_Recall,Enhancer_Precision,Enhancer_Recall,Weak_Precision,Weak_Recall
1,0.16,0.023323615160349854,0.1283704572098476,0.24787775891341257,0.8378433505575197,0.8117383571569725
2,0.14035087719298245,0.013733905579399141,0.07716312056737588,0.20208023774145617,0.8829966819954596,0.8285901567706342
3,0.09142857142857143,0.02671118530884808,0.07737308926212492,0.33171521035598706,0.9067952249770431,0.7092835338480876
4,0.12612612612612611,0.03773584905660377,0.06280283265001864,0.38251986379114644,0.9405069054484747,0.7121760615985749
5,0.14285714285714285,0.0375234521575985,0.08389687235841083,0.3333333333333333,0.9067173637515843,0.7162117066008142
6,0.27450980392156865,0.03286384976525822,0.10660445082555635,0.2647058823529412,0.8844143113870283,0.8229705077531164
7,0.15217391304347827,0.017478152309612985,0.08760330578512397,0.23399558498896247,0.8818820599484124,0.8229581673306773
8,0.017857142857142856,0.005405405405405406,0.07645569620253165,0.3035175879396985,0.9036575398447078,0.7084501401682018
9,0.2903225806451613,0.08294930875576037,0.14475574712643677,0.36208445642407905,0.8717028034801823,0.733782841199721
10,0.05357142857142857,0.012658227848101266,0.09902912621359224,0.2698412698412698,0.8588406500121271,0.7197154471544716
11,0.12612612612612611,0.01907356948228883,0.1525096525096525,0.27816901408450706,0.8503989361702128,0.8218913998072186
12,0.1308411214953271,0.01726263871763255,0.08341708542713568,0.2169934640522876,0.8596930073905629,0.8116144267926149
13,0.023255813953488372,0.004672897196261682,0.05219985085756898,0.28688524590163933,0.9240929102778199,0.7069686411149826
14,0.07352941176470588,0.009615384615384616,0.10222588623248145,0.21869488536155202,0.8573328899235118,0.8305412371134021
15,0.0547945205479452,0.012121212121212121,0.11661166116611661,0.2896174863387978,0.8488442211055276,0.7276016540317023
16,0.19117647058823528,0.021207177814029365,0.21497326203208555,0.27088948787061995,0.7745856353591161,0.8399233165588306
17,0.19298245614035087,0.016923076923076923,0.23306233062330622,0.2037914691943128,0.7246944892783029,0.8639362286970863
18,0.14634146341463414,0.03225806451612903,0.09926289926289926,0.33666666666666667,0.8971794358871774,0.713149944347273
19,0.3673469387755102,0.038876889848812095,0.24473684210526317,0.1631578947368421,0.6028985507246377,0.8512960436562074
20,0.21428571428571427,0.012448132780082987,0.15492957746478872,0.22088353413654618,0.7692307692307693,0.8298080052066384
21,0.0,0.0,0.08079930495221546,0.375,0.8797872340425532,0.6141849238767174
22,0.09375,0.010135135135135136,0.27346938775510204,0.2523540489642185,0.6670218433670752,0.7964376590330788
