Chrom,Promoter_Precision,Promoter_Recall,Enhancer_Precision,Enhancer_Recall,Weak_Precision,Weak_Recall
1,0.7734204793028322,0.20520231213872833,0.44992947813822287,0.10028292989625903,0.7638548454594368,0.9840573012939002
2,0.6597938144329897,0.1872713972201902,0.39299610894941633,0.11193202807536018,0.8324207046182457,0.9799914857386122
3,0.7455621301775148,0.22439893143365983,0.3519061583577713,0.12631578947368421,0.8597575757575757,0.9785472856453059
4,0.635483870967742,0.2261768082663605,0.2664359861591695,0.1347331583552056,0.9100916339402594,0.9754464285714286
5,0.6716417910447762,0.20022246941045607,0.36727272727272725,0.11938534278959811,0.8657080667502144,0.9803555422766657
6,0.7294117647058823,0.218117854001759,0.36568457538994803,0.12529691211401425,0.8464318616682021,0.9784549848447612
7,0.6566037735849056,0.1839323467230444,0.3623481781376518,0.11661237785016286,0.8468772039808793,0.9789836035872814
8,0.6446700507614214,0.1673254281949934,0.3826086956521739,0.12299091544374563,0.8561334319283543,0.9795074262079339
9,0.6444444444444445,0.18424396442185514,0.4288888888888889,0.11928306551297899,0.7906951044314289,0.9775925672906135
10,0.6738197424892703,0.1788154897494305,0.4694736842105263,0.11172344689378758,0.7679464107178564,0.9802194997447677
11,0.7677165354330708,0.19736842105263158,0.472,0.09345300950369588,0.7736431119251904,0.9883004926108374
12,0.7811158798283262,0.2,0.3670886075949367,0.10232886379675371,0.8253756895567814,0.9844583096993761
13,0.6380368098159509,0.22033898305084745,0.3051948051948052,0.1327683615819209,0.8932584269662921,0.9759697009272561
14,0.6836734693877551,0.22039473684210525,0.4014084507042254,0.10684161199625117,0.8129873812562031,0.9788323659952202
15,0.7688172043010753,0.20967741935483872,0.49469964664310956,0.11363636363636363,0.7286093888396812,0.9792857142857143
16,0.8212290502793296,0.21335268505079827,0.44881889763779526,0.08571428571428572,0.7002565042139978,0.9870867768595041
17,0.9066666666666666,0.1457663451232583,0.43846153846153846,0.06631762652705062,0.5182203389830509,0.9870863599677159
18,0.5983606557377049,0.18159203980099503,0.36015325670498083,0.12859097127222982,0.8611853482156894,0.9762965603279273
19,0.8699186991869918,0.11797133406835722,0.22277227722772278,0.042938931297709926,0.39855072463768115,0.9734513274336283
20,0.7350427350427351,0.16731517509727625,0.5159574468085106,0.08192567567567567,0.6568230531078828,0.9828937990021382
21,0.6833333333333333,0.16942148760330578,0.373015873015873,0.11868686868686869,0.8197715917201999,0.9774468085106383
22,0.7333333333333333,0.15980629539951574,0.5298507462686567,0.07150050352467271,0.40270812437311937,0.9889162561576355
