Chrom,Promoter_Precision,Promoter_Recall,Enhancer_Precision,Enhancer_Recall,Weak_Precision,Weak_Recall
1,0.3157894736842105,0.019438444924406047,0.37852568469818776,0.9507186858316222,0.9631710362047441,0.5541058175724204
2,0.22388059701492538,0.022026431718061675,0.3330765279917822,0.9632380245079837,0.980284989264103,0.5229071220324865
3,0.33962264150943394,0.03076923076923077,0.33908754623921084,0.968736239542052,0.9820500708549834,0.5250662962495265
4,0.17142857142857143,0.012048192771084338,0.27823240589198034,0.9855072463768116,0.9857045609257998,0.26859580782786124
5,0.1956521739130435,0.018108651911468814,0.3327257663628832,0.9686444766039556,0.9778610354223434,0.44532340623545835
6,0.26666666666666666,0.019077901430842606,0.32357526416074833,0.9683773976153447,0.979988726042841,0.51072267920094
7,0.1320754716981132,0.015151515151515152,0.30280898876404494,0.9647971360381862,0.9794520547945206,0.4237406309918076
8,0.18421052631578946,0.0171990171990172,0.31890756302521006,0.971830985915493,0.9815875613747954,0.45495922624691826
9,0.13793103448275862,0.01098901098901099,0.34113877249198915,0.9739619985925405,0.9827134625458355,0.4456057007125891
10,0.2413793103448276,0.015384615384615385,0.3677150786308973,0.9653916211293261,0.9764743796326136,0.5659320134478895
11,0.23529411764705882,0.015414258188824663,0.38332511100148003,0.9492974954184484,0.9688549618320611,0.6093719992318033
12,0.4666666666666667,0.028282828282828285,0.35313121272365805,0.9693042291950886,0.9817091454272864,0.6031687546057479
13,0.04,0.00411522633744856,0.2706545064377682,0.984390243902439,0.9626865671641791,0.049255441008018326
14,0.19047619047619047,0.013986013986013986,0.3521989906272531,0.9789579158316634,0.9782608695652174,0.5046459468119192
15,0.35294117647058826,0.01744186046511628,0.4002019522046449,0.9745901639344262,0.9708672086720868,0.4941379310344828
16,0.14285714285714285,0.00967741935483871,0.34844668345927793,0.9496567505720824,0.9746895893027698,0.6160579535164503
17,0.35294117647058826,0.014251781472684086,0.4139871382636656,0.9304426377597109,0.945516458569807,0.6082511865644395
18,0.07142857142857142,0.005405405405405406,0.3074133763094279,0.9794608472400513,0.9827586206896551,0.41116173120728927
19,0.3076923076923077,0.010230179028132993,0.3188405797101449,0.8689407540394973,0.9195906432748538,0.6447975397232188
20,0.4166666666666667,0.021739130434782608,0.3912144702842377,0.9582278481012658,0.9631372549019608,0.5576748410535877
21,0.2222222222222222,0.017543859649122806,0.2813884785819793,0.9794344473007712,0.9479166666666666,0.09518828451882845
22,0.2,0.011904761904761904,0.4741185296324081,0.9768160741885626,0.9653846153846154,0.47900763358778625
