Chrom,Promoter_Precision,Promoter_Recall,Enhancer_Precision,Enhancer_Recall,Weak_Precision,Weak_Recall
1,0.0,0.0,0.332954330111806,0.9988629903354178,0.0,0.0
2,0.0,0.0,0.22308438409311349,1.0,0.0,0.0
3,0.0,0.0,0.21878787878787878,1.0,1.0,0.0002166377816291161
4,0.0,0.0,0.08692966880259399,0.9991126885536823,0.75,0.0002640845070422535
5,0.0,0.0,0.1383067896060352,1.0,0.0,0.0
6,0.0,0.0,0.3035803083043262,1.0,0.0,0.0
7,0.0,0.0,0.2088262910798122,1.0,0.0,0.0
8,0.0,0.0,0.15832859579306424,0.9991031390134529,0.5,0.00018021265092809516
9,0.0,0.0,0.23533742331288343,0.9989583333333333,0.0,0.0
10,0.0,0.0,0.25907130170007614,0.9990215264187867,0.0,0.0
11,0.0,0.0,0.3433410315627406,1.0,0.0,0.0
12,0.0,0.0,0.3390804597701149,1.0,0.0,0.0
13,0.0,0.0,0.09736680955296999,1.0,0.0,0.0
14,0.0,0.0,0.3024896265560166,1.0,1.0,0.0007204610951008645
15,0.0,0.0,0.28888888888888886,1.0,0.0,0.0
16,0.0,0.0,0.3944099378881988,1.0,0.0,0.0
17,0.0,0.0,0.40444444444444444,1.0,0.0,0.0
18,0.0,0.0,0.11732335461149021,1.0,1.0,0.0002630194634402946
19,0.0,0.0,0.3979125896934116,0.9983633387888707,0.5,0.002398081534772182
20,0.0,0.0,0.379110251450677,1.0,0.0,0.0
21,0.0,0.0,0.15696564885496184,1.0,0.0,0.0
22,0.0,0.0,0.46722068328716526,1.0,0.0,0.0
